pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,fare_amount
40.78,-73.95,40.75,-73.97,10.5
40.75,-74,40.8,-73.97,15.5
40.74,-73.98,40.74,-73.98,3.5
40.73,-74,40.71,-74.02,12.5
40.87,-73.93,40.86,-73.92,4.5
40.74,-73.99,40.78,-73.96,15.5
40.79,-73.96,40.76,-74,16.5
40.73,-74,40.76,-73.97,16
40.65,-73.79,40.76,-73.82,36.5
40.74,-74,40.75,-74,5.5
40.71,-74.01,40.74,-73.99,17.5
40.76,-73.97,40.85,-73.94,27
40.76,-73.98,40.71,-74.01,26.5
40.71,-74,40.71,-74.01,8
40.77,-74,40.79,-73.95,15
40.74,-73.99,40.76,-73.98,10.5
40.67,-73.99,40.63,-73.96,15.5
40.78,-73.95,40.76,-74,20.5
40.76,-73.97,40.75,-73.98,6
40.74,-74,40.73,-74,6
40.75,-73.99,40.74,-73.99,6.5
40.77,-73.99,40.78,-73.96,11
40.69,-73.95,40.72,-73.98,14.5
40.71,-74.01,40.77,-73.98,21
40.79,-73.96,40.79,-73.97,4
40.79,-73.95,40.8,-73.97,6.5
40.74,-73.99,40.76,-73.98,7.5
40.74,-73.99,40.76,-73.98,8.5
40.78,-73.98,40.76,-73.99,11
40.73,-74.01,40.76,-73.97,17
40.72,-73.99,40.71,-74,8.5
40.75,-73.97,40.77,-73.96,7.5
40.78,-73.95,40.75,-73.97,9
40.75,-73.98,40.76,-73.96,8
40.75,-73.97,40.75,-73.99,9.5
40.81,-73.94,40.82,-73.94,5.5
40.72,-74,40.77,-73.99,19
40.76,-73.98,40.67,-73.8,52
40.76,-73.97,40.75,-73.97,9
40.78,-73.95,40.76,-73.97,7
40.72,-73.99,40.71,-74.01,9
40.75,-73.99,40.74,-73.98,10
40.74,-73.99,40.76,-73.97,11
40.8,-73.95,40.79,-73.98,9.5
40.72,-74.01,40.75,-74,10
40.64,-73.78,40.67,-73.89,23.5
40.74,-73.99,40.72,-73.96,19.5
40.76,-73.98,40.73,-73.98,17.5
40.76,-74,40.75,-74,4.5
40.8,-73.93,40.79,-73.94,4.5
40.77,-73.96,40.76,-73.96,4.5
40.73,-73.99,40.79,-73.95,19.5
40.75,-74,40.73,-73.98,13.5
40.72,-74.01,40.73,-74,5
40.76,-73.96,40.85,-73.94,24
40.78,-73.95,40.78,-73.95,3.5
40.76,-73.93,40.76,-73.96,11
40.76,-73.99,40.76,-73.99,7.5
40.69,-73.99,40.7,-73.94,13
40.78,-73.95,40.75,-73.98,14.5
40.78,-73.98,40.83,-73.93,27
40.76,-73.99,40.74,-74,15.5
40.78,-73.95,40.79,-73.95,37
40.79,-73.97,40.8,-73.96,5
40.74,-73.99,40.76,-73.96,11
40.75,-73.98,40.75,-74,15.5
40.8,-73.97,40.8,-73.97,4.5
40.76,-73.96,40.77,-73.96,5.5
40.77,-73.96,40.78,-73.95,5.5
40.73,-73.98,40.75,-73.99,9.5
40.75,-73.9,40.73,-73.89,11
40.77,-73.97,40.75,-73.98,11
40.81,-73.95,40.69,-73.93,39.5
40.78,-73.98,40.77,-73.99,5.5
40.77,-73.99,40.77,-73.98,5
40.75,-73.98,40.73,-73.95,13.5
40.75,-73.98,40.71,-74.01,13
40.79,-73.95,40.78,-73.95,4.5
40.73,-73.97,40.73,-73.99,5.5
40.71,-73.95,40.72,-73.95,5
40.76,-73.89,40.75,-73.89,5.5
40.73,-74.01,40.74,-74.01,5
40.79,-73.97,40.78,-73.95,10.5
40.75,-73.98,40.77,-73.98,12.5
40.75,-73.98,40.8,-73.94,15.5
40.75,-73.98,40.77,-73.95,14.5
40.78,-73.95,40.77,-73.96,4.5
40.74,-74,40.74,-73.99,4
40.75,-73.97,40.76,-73.97,4.5
40.77,-73.97,40.76,-73.98,9.5
40.76,-74,40.75,-73.98,11
40.75,-74.01,40.76,-73.97,13
40.71,-74,40.79,-73.98,28
40.76,-73.97,40.79,-73.97,10
40.82,-73.96,40.81,-73.94,9
40.74,-73.99,40.74,-73.99,4.5
40.73,-74,40.73,-73.99,7.5
40.72,-73.99,40.76,-73.94,31.5
40.72,-74,40.72,-74,6
40.73,-73.99,40.72,-73.84,31.5
40.67,-73.97,40.72,-73.96,20
40.76,-74,40.64,-73.79,52
40.75,-73.98,40.75,-73.98,2.5
40.71,-73.95,40.73,-73.96,8.5
40.86,-73.91,40.87,-73.92,4.5
40.76,-73.97,40.75,-73.97,6
40.71,-73.95,40.73,-73.98,16
40.75,-73.99,40.75,-73.9,19.5
40.74,-73.99,40.75,-73.98,6.5
40.75,-73.98,40.76,-73.97,6.5
40.75,-73.98,40.76,-73.96,9
40.83,-73.94,40.87,-73.88,25
40.79,-73.94,40.72,-74,27
40.73,-73.98,40.74,-74.01,10.5
40.76,-73.98,40.72,-73.99,15
40.78,-73.98,40.74,-74.01,17.5
40.79,-73.97,40.78,-73.98,5.5
40.71,-73.95,40.72,-73.94,5.5
40.74,-74.01,40.72,-74.02,6.5
40.72,-73.99,40.74,-74,10
40.76,-73.97,40.74,-73.99,10
40.75,-73.97,40.75,-73.99,11
40.77,-73.99,40.76,-74,7.5
40.76,-73.97,40.72,-74,15.5
40.76,-73.97,40.83,-73.92,21
40.73,-73.99,40.73,-73.99,3.5
40.77,-73.99,40.77,-73.91,25.5
40.8,-73.97,40.69,-73.98,37.5
40.77,-73.96,40.75,-73.98,7
40.75,-73.89,40.71,-73.96,17.5
40.74,-74,40.75,-73.99,6.5
40.71,-74,40.73,-73.99,7.5
40.77,-73.96,40.75,-73.86,24.5
40.76,-73.98,40.78,-73.95,9.5
40.78,-73.95,40.73,-73.98,16
40.75,-73.97,40.8,-73.97,15.5
40.75,-73.99,40.74,-73.99,11.5
40.78,-73.95,40.81,-73.92,10.5
40.82,-73.95,40.81,-73.94,8
40.74,-73.98,40.78,-73.99,18
40.75,-74,40.59,-74.17,63.5
40.74,-74,40.74,-73.99,7
40.77,-73.96,40.78,-73.98,9
40.76,-73.99,40.74,-73.86,34
40.72,-73.99,40.73,-73.98,4.5
40.76,-73.97,40.75,-73.98,6
40.77,-73.96,40.75,-73.97,9.5
40.76,-73.97,40.74,-74.01,14.5
40.77,-73.97,40.72,-74,22
40.77,-73.96,40.8,-73.96,9.5
40.75,-73.93,40.74,-73.96,8.5
40.74,-73.98,40.76,-73.97,10
40.74,-74,40.61,-74.01,33.5
40.74,-73.98,40.75,-73.98,6.5
40.74,-73.99,40.76,-74,10
40.75,-73.99,40.76,-73.96,14
40.69,-73.97,40.66,-73.89,23.5
40.75,-74.01,40.77,-73.99,11
40.79,-73.97,40.72,-73.99,25.5
40.75,-73.91,40.75,-73.87,10.5
40.8,-73.97,40.81,-73.96,5
40.76,-73.97,40.77,-73.96,5.5
40.8,-73.94,40.81,-73.95,6.5
40.77,-73.96,40.75,-73.97,6
40.73,-73.98,40.73,-74,9
40.75,-74.01,40.76,-73.99,10
40.74,-73.98,40.72,-73.85,25.5
40.78,-73.95,40.76,-73.96,7
40.74,-73.98,40.75,-73.99,7.5
40.74,-73.99,40.73,-74.01,8
40.79,-73.97,40.76,-73.96,13
40.76,-73.98,40.77,-73.98,6.5
40.73,-73.99,40.77,-73.95,12
40.78,-73.98,40.76,-73.96,12
40.76,-73.98,40.79,-73.95,13.5
40.75,-73.98,40.72,-73.87,23.5
40.73,-74,40.76,-73.98,14
40.73,-74,40.77,-73.92,23.5
40.78,-73.95,40.71,-74.02,29.5
40.8,-73.93,40.79,-73.94,5
40.79,-73.96,40.81,-73.95,7
40.78,-73.98,40.78,-73.96,7
40.77,-73.96,40.73,-73.99,11
40.76,-73.98,40.7,-73.9,31.5
40.81,-73.92,40.79,-73.94,7
40.79,-73.94,40.81,-73.93,7.5
40.74,-73.98,40.75,-73.99,6
40.76,-73.98,40.76,-73.98,10.5
40.73,-74,40.79,-73.97,21
40.73,-73.99,40.76,-73.98,20.5
40.82,-73.94,40.81,-73.95,5
40.73,-73.98,40.74,-73.98,6.5
40.75,-73.97,40.73,-73.99,8.5
40.7,-73.99,40.72,-73.94,15
40.75,-73.98,40.74,-73.9,20.5
40.76,-73.99,40.73,-74.01,12.5
40.79,-73.98,40.76,-73.97,12
40.77,-73.92,40.74,-73.86,20
40.75,-73.99,40.71,-74.01,13
40.75,-73.97,40.66,-74.01,35
40.69,-73.95,40.69,-73.95,45.5
40.77,-73.96,40.78,-73.96,5
40.73,-74,40.74,-74.01,6
40.83,-73.95,40.82,-73.95,6.5
40.77,-73.96,40.78,-73.96,11
40.76,-73.99,40.8,-73.95,14.5
40.77,-73.96,40.76,-73.96,5
40.73,-73.99,40.74,-74,5.5
40.74,-74.01,40.77,-73.95,18
40.72,-73.99,40.73,-73.99,6.5
40.8,-73.94,40.81,-73.95,10
40.76,-73.96,40.77,-73.95,5.5
40.74,-73.99,40.74,-74,7.5
40.75,-74.01,40.75,-73.98,8
40.74,-74.01,40.73,-74,8
40.77,-73.96,40.8,-73.96,14.5
40.74,-74.01,40.78,-73.98,22.5
40.78,-73.98,40.79,-73.97,5
40.74,-73.99,40.74,-73.98,5.5
40.72,-73.99,40.75,-74,13.5
40.76,-73.96,40.81,-73.96,18
40.8,-73.96,40.79,-73.97,4.5
40.73,-74,40.74,-73.97,8.5
40.77,-73.95,40.75,-73.97,10.5
40.82,-73.94,40.82,-73.96,8
40.72,-74.01,40.74,-73.99,11.5
40.73,-73.98,40.71,-73.98,6.5
40.76,-73.97,40.77,-73.92,12
40.75,-74.01,40.81,-73.97,20.5
40.71,-74,40.78,-73.96,24.5
40.77,-73.96,40.75,-73.98,10.5
40.76,-73.97,40.74,-74,14.5
40.77,-73.97,40.77,-73.95,7
40.71,-74,40.74,-73.99,10
40.72,-73.98,40.75,-73.97,10.5
40.76,-73.98,40.75,-73.98,11
40.72,-73.96,40.71,-73.94,13
40.77,-73.96,40.78,-73.95,5
40.79,-73.94,40.8,-73.94,7.5
40.76,-73.97,40.75,-73.92,16
40.78,-73.98,40.78,-73.98,4.5
40.82,-73.95,40.86,-73.93,15.5
40.72,-73.99,40.71,-74.01,11
40.73,-74,40.77,-73.98,17
40.76,-73.96,40.77,-73.95,5.5
40.75,-73.99,40.74,-73.99,8
40.72,-73.99,40.75,-73.99,10.5
40.76,-73.98,40.75,-73.94,14.5
40.76,-73.97,40.79,-73.97,12.5
40.73,-73.99,40.76,-73.97,10.5
40.74,-73.98,40.75,-73.98,5
40.75,-73.99,40.75,-73.98,9
40.71,-73.95,40.71,-73.95,18
40.72,-73.99,40.74,-73.99,10.5
40.74,-74,40.76,-74,14
40.77,-73.96,40.77,-73.96,2.5
40.76,-73.97,40.77,-73.99,9.5
40.78,-73.95,40.78,-73.99,14.5
40.72,-73.98,40.71,-74.01,12.5
40.74,-73.99,40.77,-73.97,12.5
40.81,-73.95,40.8,-73.97,6.5
40.76,-73.96,40.77,-73.96,5
40.75,-73.98,40.73,-73.98,10.5
40.8,-73.95,40.79,-73.94,6
40.76,-73.97,40.76,-73.98,6.5
40.79,-73.97,40.78,-73.95,9
40.77,-73.97,40.75,-73.99,9.5
40.74,-73.99,40.73,-73.98,9.5
40.76,-73.98,40.75,-73.98,10.5
40.79,-73.96,40.81,-73.96,16.5
40.72,-74,40.78,-73.95,18
40.74,-73.98,40.71,-73.96,19.5
40.77,-73.97,40.75,-73.98,7.5
40.77,-73.99,40.81,-73.96,11
40.77,-73.96,40.8,-73.93,11
40.75,-73.99,40.71,-74.01,19.5
40.75,-73.98,40.75,-73.99,10.5
40.77,-73.96,40.75,-73.97,7.5
40.72,-74.01,40.72,-73.96,15
40.78,-73.97,40.75,-73.97,14.5
40.78,-73.95,40.77,-73.96,5.5
40.72,-74.01,40.73,-74,5.5
40.79,-73.97,40.79,-73.98,6
40.78,-73.98,40.72,-73.79,40.5
40.76,-73.98,40.76,-73.96,8.5
40.78,-73.96,40.79,-73.95,5.5
40.73,-74,40.73,-73.99,6.5
40.85,-73.94,40.87,-73.92,8.5
40.71,-74.02,40.73,-74,11.5
40.8,-73.97,40.77,-73.96,13
40.76,-73.99,40.75,-74,16.5
40.76,-74,40.76,-73.99,2.5
40.76,-73.96,40.78,-73.95,5.5
40.75,-73.99,40.74,-73.98,7.5
40.75,-73.98,40.74,-73.98,8.5
40.71,-74.01,40.68,-74,17
40.82,-73.95,40.72,-74.01,32
40.72,-73.95,40.82,-73.96,38
40.72,-73.99,40.72,-73.99,3
40.78,-73.96,40.72,-74,17.5
40.74,-73.99,40.66,-73.98,27
40.76,-73.96,40.78,-73.96,8
40.76,-73.96,40.74,-73.98,10.5
40.78,-73.95,40.74,-74,22.5
40.78,-73.95,40.77,-73.95,5.5
40.74,-73.98,40.75,-73.97,5
40.77,-73.97,40.79,-73.97,12.5
40.74,-74.01,40.76,-73.97,15
40.76,-73.97,40.75,-73.99,17
40.74,-74,40.73,-73.98,7.5
40.75,-73.93,40.76,-73.88,13.5
40.77,-73.98,40.8,-73.96,14
40.73,-74,40.73,-74,5
40.77,-73.96,40.77,-73.95,5.5
40.71,-73.94,40.71,-73.97,11.5
40.75,-73.98,40.75,-73.98,5.5
40.75,-73.97,40.77,-73.96,8
40.76,-73.98,40.74,-74.01,15.5
40.76,-73.98,40.76,-73.98,3.5
40.77,-73.97,40.76,-73.97,4.5
40.75,-73.97,40.76,-73.96,5
40.73,-74,40.74,-74,6
40.73,-74,40.72,-73.99,5.5
40.79,-73.97,40.8,-73.96,6.5
40.76,-73.97,40.78,-73.95,8.5
40.76,-74,40.78,-73.98,14
40.8,-73.96,40.76,-73.96,16.5
40.75,-73.99,40.82,-73.94,25
40.72,-74.01,40.72,-74,10.5
40.74,-74,40.8,-73.97,19.5
40.73,-73.99,40.81,-73.95,35
40.75,-73.98,40.74,-73.99,6.5
40.76,-73.97,40.73,-74,13
40.76,-73.97,40.87,-73.93,26
40.72,-74,40.68,-73.92,29
0,0,0,0,37.5
40.78,-73.96,40.78,-73.95,5
40.77,-73.96,40.79,-73.98,10
40.85,-73.94,40.84,-73.95,6.5
40.76,-74,40.75,-73.99,7.5
40.73,-73.98,40.75,-73.98,8
40.84,-73.95,40.96,-73.86,33.5
40.75,-74,40.77,-73.97,14
40.75,-73.99,40.77,-73.99,14
40.72,-74.01,40.7,-73.99,8
40.77,-73.98,40.76,-74,9
40.72,-74,40.75,-73.97,13
40.73,-73.99,40.75,-73.98,8.5
40.71,-73.96,40.71,-73.94,6
40.71,-74.01,40.71,-74.02,4.5
40.78,-73.96,40.75,-73.97,7.5
40.77,-73.97,40.79,-73.95,8.5
40.76,-73.97,40.74,-73.91,12
40.75,-74,40.73,-73.98,13
40.73,-73.99,40.75,-73.89,24
40.87,-73.93,40.85,-73.93,4.5
40.76,-73.99,40.77,-73.99,6
40.78,-73.95,40.73,-73.99,16
40.83,-73.94,40.82,-73.94,6
40.8,-73.97,40.81,-73.97,6
40.74,-74,40.79,-73.97,20
40.78,-73.94,40.78,-73.96,5.5
40.76,-73.97,40.75,-73.97,5.5
40.73,-73.96,40.72,-73.94,6.5
40.76,-73.97,40.74,-73.98,10
40.73,-74.01,40.61,-74,31.5
40.76,-73.99,40.79,-73.97,11.5
40.74,-73.98,40.76,-73.99,16
40.64,-73.78,40.8,-73.95,52
40.72,-74,40.73,-73.99,5.5
40.76,-73.97,40.79,-73.97,12
40.8,-73.97,40.76,-73.98,14.5
40.75,-74,40.73,-74,13
40.77,-73.96,40.89,-73.97,60
40.76,-73.96,40.77,-73.96,4.5
40.73,-73.98,40.74,-74,8
40.77,-73.96,40.79,-73.98,11
40.78,-73.98,40.78,-73.98,3.5
40.78,-73.98,40.78,-73.98,-3.5
40.72,-73.99,40.72,-73.99,5
40.74,-73.98,40.75,-73.98,5.5
40.76,-73.99,40.77,-73.98,6.5
40.78,-73.95,40.8,-73.95,9.5
40.79,-73.98,40.77,-73.96,9.5
40.8,-73.96,40.77,-73.96,12
40.78,-73.98,40.76,-73.98,11
40.74,-73.98,40.78,-73.95,14.5
40.76,-73.99,40.78,-73.95,19
40.73,-74.01,40.75,-73.99,18.5
40.74,-73.98,40.81,-73.95,21
40.73,-74,40.86,-73.93,36.5
40.74,-73.99,40.74,-73.99,2.5
40.76,-73.96,40.76,-73.96,3.5
40.79,-73.97,40.79,-73.98,6.5
40.77,-73.96,40.8,-73.97,12
40.71,-73.95,40.72,-73.95,20.5
40.75,-73.99,40.75,-73.87,34.5
40.81,-73.94,40.78,-73.95,8.5
40.74,-74,40.74,-73.98,9.5
40.75,-74,40.73,-74,10
40.52,-74.32,40.52,-74.32,215
40.78,-73.95,40.79,-73.94,4.5
40.74,-73.99,40.74,-74.01,6.5
40.73,-73.98,40.72,-74.01,11.5
40.74,-74,40.74,-74,4.5
40.79,-73.97,40.8,-73.95,10
40.75,-73.98,40.71,-74.01,19
40.75,-73.98,40.79,-73.95,20
40.74,-73.99,40.74,-73.99,3
40.73,-73.99,40.73,-74,5.5
40.72,-73.99,40.73,-74,5.5
40.76,-73.99,40.76,-74,6
40.79,-73.94,40.83,-73.95,14.5
40.73,-74,40.76,-74,14
40.74,-73.98,40.73,-73.99,6
40.74,-74.01,40.74,-74.01,2.5
40.72,-73.98,40.73,-73.98,4
40.75,-73.97,40.73,-73.99,8
40.74,-73.99,40.76,-73.97,10
40.76,-73.97,40.74,-73.89,17
40.79,-73.94,40.77,-73.99,15
40.78,-73.98,40.76,-73.99,18.5
40.71,-74.01,40.71,-74.01,5.5
40.75,-73.97,40.78,-73.95,9
40.85,-73.94,40.79,-73.97,17
40.75,-73.97,40.73,-74,10.5
40.73,-73.99,40.76,-73.98,15.5
40.78,-73.95,40.75,-73.98,10.5
40.76,-73.97,40.73,-73.97,14
0,0,0,0,15.5
40.72,-73.99,40.65,-73.95,24.5
40.72,-73.99,40.78,-73.95,14.5
0,0,0,0,4.5
40.71,-74.02,40.72,-74.01,6.5
40.77,-73.96,40.78,-73.96,5.5
40.78,-73.97,40.78,-73.98,5
40.77,-73.97,40.75,-73.96,6.5
40.79,-73.97,40.77,-73.97,8.5
40.72,-73.98,40.71,-74,9.5
40.83,-73.89,40.81,-73.92,11.5
40.74,-74,40.74,-74,19
40.74,-74,40.74,-74.01,4
40.78,-73.96,40.83,-73.92,17
40.73,-74,40.74,-74,5.5
40.76,-73.98,40.76,-73.96,6.5
40.78,-73.95,40.78,-73.98,10.5
40.77,-73.96,40.75,-73.98,10.5
40.75,-73.88,40.77,-73.98,31
40.77,-73.98,40.77,-73.95,8.5
40.74,-73.98,40.73,-73.99,5.5
40.8,-73.96,40.81,-73.95,5.5
40.73,-73.99,40.72,-74,6.5
40.8,-73.97,40.8,-73.97,6.5
40.73,-73.95,40.76,-73.94,9.5
40.77,-73.94,40.78,-73.98,9.5
40.74,-74,40.75,-73.98,9
40.74,-74,40.75,-74,9
40.71,-74.01,40.76,-73.98,15.5
40.79,-73.97,40.75,-73.99,20.5
40.76,-73.99,40.72,-74.02,21.5
40.76,-73.97,40.76,-73.97,4
40.67,-74,40.68,-73.99,7.5
40.74,-73.98,40.76,-73.97,8.5
40.78,-73.95,40.77,-73.96,8
40.75,-74.01,40.73,-73.99,10.5
40.75,-74,40.77,-74,12
40.75,-74,40.73,-73.98,12.5
40.75,-73.98,40.75,-73.98,5
40.78,-73.98,40.8,-73.97,7.5
40.71,-74.01,40.72,-73.99,11
40.75,-73.96,40.75,-73.93,8
40.73,-74,40.74,-74,9
40.75,-73.97,40.72,-74,13.5
40.78,-73.95,40.78,-73.95,3.5
40.76,-73.98,40.69,-73.98,28.5
40.8,-73.96,40.8,-73.97,6
40.74,-73.98,40.76,-73.97,8.5
40.73,-74.01,40.77,-73.95,23.5
40.75,-74,40.74,-74,9
40.7,-73.99,40.75,-73.98,23
40.73,-74,40.74,-73.99,6.5
40.72,-74.01,40.72,-73.99,8
40.75,-73.98,40.74,-73.97,9.5
40.76,-73.99,40.75,-73.97,16
40.77,-73.95,40.74,-74.01,19
40.75,-73.95,40.76,-73.93,7
40.73,-74,40.73,-73.99,6
40.75,-73.94,40.76,-73.93,6.5
40.71,-74.01,40.75,-73.99,10
40.77,-73.97,40.75,-73.98,13
40.73,-74,40.8,-73.93,27
40.8,-73.97,40.75,-73.88,40
40.78,-73.96,40.78,-73.95,3.5
40.75,-73.99,40.75,-73.98,4.5
40.81,-73.94,40.82,-73.95,5.5
40.77,-73.96,40.75,-73.89,18.5
40.77,-73.95,40.76,-73.96,6
40.75,-73.97,40.76,-73.96,5.5
40.73,-74,40.72,-73.99,7.5
40.76,-73.97,40.74,-73.98,8.5
40.72,-74,40.74,-74.01,9
40.67,-73.99,40.63,-74.02,14
40.76,-73.98,40.74,-74,16.5
40.74,-74.01,40.77,-73.91,35
40.71,-74.01,40.71,-74.02,4.5
40.79,-73.97,40.81,-73.96,6
40.76,-73.97,40.74,-73.98,6
40.75,-73.98,40.75,-73.99,10
40.75,-73.99,40.75,-74,6
40.73,-73.99,40.75,-74,8
40.75,-73.99,40.72,-74,11.5
40.73,-74,40.75,-74.01,12.5
40.79,-73.98,40.88,-73.9,27.5
40.75,-73.97,40.73,-73.98,11.5
40.74,-73.98,40.68,-73.97,22.5
40.76,-73.97,40.71,-73.98,13.5
40.75,-73.88,40.76,-73.87,5
40.75,-74,40.73,-73.99,10.5
40.75,-73.99,0,0,11
40.82,-73.95,40.86,-73.92,15
40.76,-73.97,40.71,-74.01,20
40.76,-73.96,40.78,-73.95,6.5
40.77,-73.96,40.75,-73.97,7
40.73,-73.98,40.72,-73.84,25.5
40.76,-73.97,40.76,-73.97,4
40.71,-74,40.72,-74,6.5
40.78,-73.95,40.79,-73.94,5.5
40.78,-73.96,40.77,-73.96,7.5
40.74,-74,40.74,-73.99,7
40.76,-73.96,40.76,-73.98,8.5
40.76,-73.97,40.75,-73.99,11
40.72,-74,40.77,-73.95,22
40.77,-73.99,40.76,-73.99,13
40.74,-73.99,40.78,-73.95,17.5
40.74,-73.99,40.78,-73.98,19
40.8,-73.95,40.74,-74.01,25.5
40.72,-73.99,40.77,-74,19.5
40.74,-73.98,40.75,-73.99,7.5
40.75,-73.99,40.72,-74,12.5
40.76,-73.96,40.76,-73.98,7.5
40.71,-74.01,40.75,-74,13
40.75,-73.98,40.77,-73.98,12.5
40.82,-73.95,40.82,-73.86,26.5
40.74,-73.99,40.75,-73.98,7
40.72,-73.99,40.7,-74.01,7.5
40.79,-73.97,40.82,-73.95,7.5
40.75,-73.99,40.76,-73.99,9.5
40.72,-73.99,40.74,-74,10.5
40.75,-73.99,40.77,-73.95,19
40.73,-73.99,40.72,-73.99,5
40.77,-73.91,40.76,-73.93,8
40.72,-74,40.75,-73.99,10.5
40.78,-73.96,40.78,-73.98,6
40.73,-73.99,40.75,-73.98,9.5
40.77,-73.96,40.76,-73.99,10.5
0,0,0,0,10
40.77,-73.96,40.75,-73.98,12
40.75,-74,40.72,-74.01,16
40.82,-73.95,40.82,-73.95,4
40.77,-73.96,40.79,-73.96,6
40.74,-73.93,40.75,-73.9,8
40.75,-73.97,40.73,-73.99,10
0,0,0,0,24.5
40.74,-73.93,40.75,-73.95,6.5
40.72,-73.99,40.73,-73.99,6
40.76,-74,40.76,-74,5
40.75,-73.99,40.77,-73.98,8.5
40.73,-74.01,40.76,-73.99,13
40.8,-73.97,40.77,-73.96,13.5
40.76,-73.97,40.75,-73.97,5.5
40.75,-73.91,40.75,-73.89,6
40.75,-73.97,40.77,-73.95,14.5
40.71,-73.99,40.75,-73.99,19
40.71,-73.97,40.68,-73.99,24
40.72,-73.99,40.83,-73.95,32
40.76,-73.97,40.75,-73.98,8
40.73,-73.98,40.76,-73.92,20.5
40.84,-73.92,40.82,-73.93,11.5
40.77,-73.96,40.78,-73.98,10.5
40.76,-73.98,40.75,-73.97,8
40.74,-73.98,40.84,-73.95,37
40.75,-74,40.74,-73.98,8
40.77,-73.98,40.75,-73.99,11.5
40.83,-73.95,40.78,-73.95,17.5
40.77,-73.97,40.77,-73.96,3.5
40.78,-73.95,40.79,-73.95,4
40.71,-74.01,40.74,-74,11
40.77,-73.98,40.74,-74,17
40.8,-73.97,40.8,-73.96,5.5
40.77,-73.95,40.72,-73.96,24.5
40.87,-73.91,40.86,-73.93,6.5
40.73,-73.99,40.75,-73.99,10.5
40.78,-73.95,40.72,-73.98,18.5
40.74,-74.01,40.75,-73.98,12
40.76,-73.97,40.73,-74,17.5
40.78,-73.97,40.8,-73.97,10
40.76,-73.96,40.78,-73.95,5.5
40.73,-74.01,40.7,-74.01,8.5
40.78,-73.97,40.76,-73.97,13.5
40.76,-73.96,40.73,-74,14.5
40.76,-73.98,40.76,-73.98,4.5
40.78,-73.95,40.79,-73.95,6
40.77,-73.95,40.8,-73.97,12
40.74,-74,40.76,-73.99,11
40.75,-73.98,40.74,-73.98,12.5
40.76,-73.97,40.75,-73.98,5.5
40.76,-73.97,40.77,-73.98,8.5
40.71,-73.96,40.66,-73.95,15.5
40.72,-73.99,40.62,-74.01,34.5
40.75,-73.99,40.87,-73.92,33.5
40.79,-73.98,40.72,-73.99,27.5
40.79,-73.98,40.84,-73.94,15
40.79,-73.97,40.86,-73.93,17
40.73,-73.87,40.7,-73.92,15.5
40.79,-73.94,40.77,-73.95,9
40.77,-73.97,40.77,-73.99,9
40.73,-73.99,40.76,-73.97,11
40.75,-73.97,40.75,-73.98,4.5
40.76,-73.97,40.75,-73.98,5
40.75,-73.98,40.75,-73.97,6.5
40.85,-73.94,40.84,-73.92,8.5
40.74,-73.98,40.83,-73.82,38
40.76,-74,40.75,-74,5.5
40.75,-73.99,40.75,-74,3
40.75,-73.99,40.75,-74,5.5
40.78,-73.98,40.75,-73.98,15.5
40.76,-73.98,40.77,-73.98,9.5
40.72,-74,40.77,-73.96,18
0,0,0,0,5.2
40.76,-73.97,40.77,-73.95,7
40.78,-73.98,40.74,-74.01,16.5
40.75,-73.99,40.74,-74,7
40.76,-73.91,40.75,-73.89,7.5
40.73,-74,40.75,-73.99,8
40.77,-73.96,40.78,-73.96,5
40.75,-73.98,40.75,-73.99,6
40.76,-73.97,40.77,-73.96,7.5
40.72,-74.01,40.75,-74,9
40.72,-74.01,40.72,-74.01,9
40.76,-74,40.77,-73.98,9
40.71,-74.01,40.74,-73.87,35
40.77,-73.95,40.75,-73.86,24.5
40.72,-73.99,40.8,-73.94,27.5
40.76,-73.97,40.76,-73.97,3
40.77,-73.96,40.77,-73.95,4.5
40.76,-73.97,40.77,-73.95,6.5
40.76,-73.97,40.77,-73.95,7.5
40.79,-73.94,40.74,-73.99,22.5
40.83,-73.95,40.71,-73.94,40.5
40.76,-73.96,40.73,-73.96,12.5
40.75,-73.98,40.74,-73.99,9.5
40.72,-74,40.76,-73.98,16.5
40.76,-73.97,40.73,-74.01,20.5
40.71,-73.83,40.75,-73.82,18
40.76,-73.97,40.74,-73.98,11.5
40.74,-74,40.74,-73.99,5
40.76,-73.97,40.77,-73.96,7.5
40.78,-73.99,40.8,-73.97,10.5
40.76,-73.98,40.79,-73.96,14
40.79,-73.94,40.74,-73.99,19.5
40.77,-73.95,40.82,-73.95,20
40.69,-73.99,40.76,-74,25
40.82,-73.94,40.81,-73.95,4.5
40.74,-73.99,40.76,-73.97,10
40.77,-73.96,40.72,-73.86,26
40.73,-73.99,40.78,-73.95,20
40.77,-73.95,40.77,-73.96,4
40.77,-73.96,40.8,-73.95,6.5
40.7,-74.02,40.72,-74.01,7.5
40.78,-73.95,40.79,-73.97,9
40.76,-73.98,40.76,-73.98,9.5
0,0,0,0,16.5
40.73,-73.99,40.76,-73.97,14.5
40.77,-73.95,40.78,-73.95,4.5
40.75,-73.99,40.75,-73.98,7.5
40.75,-73.98,40.81,-73.92,21
40.72,-73.99,40.78,-73.98,18.5
40.76,-73.99,40.79,-73.94,22.5
40.76,-73.97,40.75,-73.98,5
